latitude	longitude	geometry	coordinates	@id	Loading Dock X Coordinates	Loading Dock Y Coordinates	Loading Dock Details	brand	brand:en	brand:wikidata	brand:wikipedia	building	currency:EUR	name	name:en	opening_hours	opening_hours:covid19	shop	addr:city	addr:housenumber	addr:postcode	addr:street	brand:el	name:el	payment:cash	payment:debit_cards	phone	website	alt_name	operator	branch	int_name	source	wheelchair	building:levels	delivery	email	addr:housename	addr:country	addr:province	amenity	facebook	parking	twitter	payment:cards	payment:credit_cards	condition	level	organic	landuse	addr:district	short_name	short_name:en	contact:phone	addr:unit	contact:email	contact:fax	contact:website	vegan	old_name	payment:coins	payment:mastercard	payment:notes	payment:visa	recycling_type	name:de	name:ru	atm	indoor	cuisine	note	ref	addr:interpolation	toilets:wheelchair	addr:place	addr:neighborhood	name:int	payment:credit_card	diet:vegan	start_date	clothes	description	contact:facebook	contact:messenger	vegetarian	payment:bitcoin	name:ko	payment:american_express	payment:contactless	payment:diners_club	payment:visa_electron
37.9656423	23.6604739	Point		node/2342026521				Lidl		Q151954	en:Lidl			Lidl				supermarket																																																																									
38.1045511	23.7633626	Point		node/2357814499									yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Κύμης																																																																					
38.0460024	23.6990071	Point		node/2374217086									yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Αγίου Νικολάου																																																																					
37.9566978	23.7215644	Point		node/2395835125				Lidl		Q151954	en:Lidl			Lidl				supermarket																																																																									
37.9832415	23.7679764	Point		node/2419360981										Bazaar				supermarket	Αθήνα	145	11527	Παπαδιαμαντοπούλου																																																																					
37.9831198	23.7680259	Point		node/2419361169										My market				supermarket	Ζωγράφου	148	15773	Παπαδιαμαντοπούλου																																																																					
37.9294742	23.7355462	Point		node/2430540867														supermarket																																																																									
38.0495049	23.7657215	Point		node/2431945515									yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9916229	23.6719203	Point		node/2479587363										ΓΑΛΑΞΙΑΣ		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Πλάτωνος										GALAXIAS																																																											
37.9432688	23.6517909	Point		node/2488798687										Bazaar				supermarket	Πειραιάς	90-100	18532	Γρηγορίου Λαμπράκη					302104173561												GR																																																				
38.0859533	23.8165794	Point		node/2489912695				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος		yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
37.9829357	23.7372418	Point		node/2501976340				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Αθήνα			Ασκληπιού	Σκλαβενίτης	Σκλαβενίτης										yes																																																									
38.0202163	23.741128	Point		node/2509878130									yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket														Veropoylos																																																											
38.0388018	23.680572	Point		node/2512750976				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)		yes	Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Πετρούπολη			28ης Οκτωβριου	Γαλαξίας	Γαλαξίας																																																																			
37.9996876	23.738235	Point		node/2514489982										ΣΚΛΑΒΕΝΙΤΗΣ		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9976946	23.7374385	Point		node/2517167754										MARKET IN		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
38.0051393	23.7194459	Point		node/2519715468									yes	MARKET IN		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9807307	23.7676278	Point		node/2519805834				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket		52-54		Γεωργίου Παπανδρέου	Σκλαβενίτης	Σκλαβενίτης																																																																			
38.0658859	23.7660999	Point		node/2597565782									yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9918458	23.6813344	Point		node/2605087916				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αιγάλεω			Νικ. Πλαστήρα	Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9437881	23.6526223	Point		node/2620248133				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Πειραιάς	59		Γρηγορίου Λαμπράκη	Σκλαβενίτης	Σκλαβενίτης									survey						GR																																Carrefour Marinopoulos... back in business.	420																			
37.9866205	23.6749738	Point		node/2625065549				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
38.0283813	23.7188093	Point		node/2627000504				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)		yes	Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Γαλαξίας	Γαλαξίας																																																																			
37.9240132	23.751596	Point		node/2627302546										ΚΡΗΤΙΚΟΣ	KRITIKOS			supermarket																																																																									
37.9155786	23.7167186	Point		node/2642826387				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης										yes																																																									
37.9657992	23.6617454	Point		node/2652064366										Terra Market				supermarket																																																																									
38.0656532	23.5949248	Point		node/2675528531										Lidl				supermarket																																																																									
38.070603	23.8042843	Point		node/2676913842									yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
38.0464327	23.5407022	Point		node/2677426476				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9457384	23.6451099	Point		node/2679712062										ΑΒ City				supermarket	Πειραιάς	14	185 33	Νικήτα																	GR																																																				
37.9678774	23.7266707	Point		node/2680753455										ok				supermarket																																																																									
38.0917274	23.8213046	Point		node/2681989003				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
37.962321	23.6571729	Point		node/2696986509				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket		119		Θηβών	Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9649338	23.5625443	Point		node/2707907192										Κρητικός				supermarket	Πέραμα	39	18863	Λεωφόρος Ειρήνης								Κρητικός			http://www.kritikos-sm.gr/%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%AE%CE%BC%CE%B1%CF%84%CE%B1																																																										
37.9463953	23.649975	Point		node/2709261945				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Πειραιάς	19-21	185 32	34ου Συντάγματος Πεζικού	Σκλαβενίτης	Σκλαβενίτης			2104100038					Sklavenitis							GR																																		odd																		
37.9431224	23.7203188	Point		node/2717623287														supermarket				Αγχιάλου																																																																					
38.0436505	23.5419931	Point		node/2746137340				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
38.119816	23.7498086	Point		node/2753632693									yes	Food Market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
38.0599195	23.7960328	Point		node/2755733239									yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Πεύκη	12		Ειρήνης																																																																					
38.0220225	23.6945183	Point		node/2780565844				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
38.0586241	23.8585432	Point		node/2808375289									yes	My Market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket												My Market																																																													
37.9278058	23.6338739	Point		node/2813576703				Μασούτης	Masoutis	Q6783887	en:Masoutis			Μασούτης	Masoutis			supermarket				Σκλαβούνου	Μασούτης	Μασούτης			+30 21 04523700	https://www.masoutis.gr/		Μασούτης																																																													
37.983288	23.7279484	Point		node/2836990628				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αθήνα	62		Αθηνάς	Σκλαβενίτης	Σκλαβενίτης										limited																																																									
37.9310142	23.6395316	Point		node/2838340447										Bazaar				supermarket	Πειραιάς	105	185 38	Ζαΐμη																	GR																																																				
38.0214854	23.6946604	Point		node/2844535991				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος		yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
37.9296272	23.6305956	Point		node/2848841336										Κρητικός				supermarket		278		Ακτή Θεμιστοκλέους										Kritikos																																																											
38.0127396	23.7290233	Point		node/2848909719										Market In		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
38.0306468	23.7004307	Point		node/2864819562				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
38.0310534	23.7012226	Point		node/2864819567				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος		yes	ΑΒ Βασιλόπουλος	AB Vassilopoulos	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος			+302102639110 +302102639112	https://www.ab.gr/storedetails/ilion			ΙΛΙΟΝ																																																												
38.0306446	23.6977396	Point		node/2864822996				Μασούτης	Masoutis	Q6783887	en:Masoutis		yes	Μασούτης	Masoutis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Ίλιον			Πετρουπόλεως	Μασούτης	Μασούτης																																																																			
38.0307847	23.70286	Point		node/2864823315				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Ίλιον			Αγίας Βαρβάρας	Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9955042	23.7488717	Point		node/2866180849										ΑΒ		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9981888	23.7546119	Point		node/2866185212				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
38.042342	23.6843484	Point		node/2877948960				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης		yes	Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Πετρούπολη	79	13231	25ης Μαρτίου	Σκλαβενίτης	Σκλαβενίτης																																																																			
38.0008432	23.7436673	Point		node/2917599333										Bazaar Super Market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	88	11363	Κερκύρας																																																																					
38.0033319	23.7415604	Point		node/2917707779										AB Supermarket	AB	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		4-6		Φαιδριάδων		AB																																																																			
38.0017869	23.741201	Point		node/2917720097										Market IN		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																limited																																								no																	
37.9440146	23.6498336	Point		node/2965509320										OK! Any time... markets				supermarket	Πειραιάς			Καραολή - Δημητρίου																																																																					
38.0003198	23.7196004	Point		node/2977825768										ΣΚΛΑΒΕΝΙΤΗΣ		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9867459	23.7336831	Point		node/3005421804										Bazaar		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9835853	23.7294379	Point		node/3005477397										Bazaar		Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αθήνα	104	10564	Αιόλου																																																																					
37.9912571	23.7525064	Point		node/3048753248				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)			Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		47		Κυρίλλου Λουκάρεως	Γαλαξίας	Γαλαξίας																																																																			
38.0400696	23.6895715	Point		node/3106019989									yes	Μανίκης Αριστείδης		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9452888	23.6874135	Point		node/3111685049				Lidl		Q151954	en:Lidl			Lidl				supermarket	Καλλιθέα	38	17674	Αγησιλάου								LIDL																																																													
37.9631638	23.7179457	Point		node/3118016099										AB City				supermarket																																																																									
37.9633201	23.730733	Point		node/3175024809														supermarket																																																																									
37.9865763	23.7287563	Point		node/3194690377				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)			Γαλαξίας	Galaxias	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Αθήνα	26	10432	3ης Σεπτεμβρίου	Γαλαξίας	Γαλαξίας																																																																			
37.9791095	23.7319486	Point		node/3236632088										Κρητικός		Mo-Fr 08:00-21:00; Sa 08:00-20:00		supermarket	Αθήνα	3	10561	Παπαρηγοπούλου																																																																					
37.9494343	23.7086926	Point		node/3262416117										Market In				supermarket	Νέα Σμύρνη	58		Νικολάου Πλαστήρα								Market In																																																													
37.9731143	23.7674449	Point		node/3267644961										Market In				supermarket	Ζωγράφου	11		Χαράλαμπου Μούσκου								Μάρκετ ιν Εμποροβιομηχανική Α.Ε.									GR																																				Ιλίσια																
38.0471912	23.8407935	Point		node/3271207703									yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket												Σκλαβενίτης																																																													
38.013915	23.8176917	Point		node/3272891682				Jumbo		Q2262314	en:Jumbo (supermarket)			Jumbo		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket				Χαλανδρίου								Jumbo																																																													
37.9608829	23.8562307	Point		node/3278216484				Jumbo		Q2262314	en:Jumbo (supermarket)			Jumbo		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9567551	23.8581986	Point		node/3278221715										My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket	Παιανία		19002	Λαυρίου																																																																					
37.9639597	23.8543341	Point		node/3278225925				Lidl		Q151954	en:Lidl			Lidl		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket																																																																									
37.9333306	23.7478763	Point		node/3299960352										My market				supermarket	Ηλιούπολη	44	16346	Γρηγορίου Ξενοπούλου																																																																					
38.1378529	23.8570228	Point		node/3324691724									yes			Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket												Γαλαξίας																																																													
37.9642259	23.7516881	Point		node/3327069278										Bazaar				supermarket																																																																									
37.9680377	23.7609273	Point		node/3330015219				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9490649	23.6997787	Point		node/3343501084				Μασούτης	Masoutis	Q6783887	en:Masoutis			Μασούτης	Masoutis			supermarket	Καλλιθέα	202		Δημοσθένους	Μασούτης	Μασούτης			302109511763	https://www.masoutis.gr		Προμηθευτική																																																													
37.9470848	23.695203	Point		node/3343501088										Market In				supermarket	Καλλιθέα	48		Αχιλλέως						http://market-in.gr		Market In																																																													
38.0147312	23.7351951	Point		node/3343587134				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
37.94597	23.6976359	Point		node/3343604909				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Καλλιθέα			Ηρακλέους	Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9738187	23.7706335	Point		node/3351934100										OK! anytime market				supermarket	Ζωγράφου		15772	Γαλήνης																																																																					
37.9738889	23.770327	Point		node/3351934281										Market In				supermarket	Ζωγράφου	36	15772	Γαλήνης																																																																					
37.9514271	23.6933398	Point		node/3364334954										My market				supermarket	Καλλιθέα	222		Ελευθερίου Βενιζέλου																																																																					
37.9516556	23.6938052	Point		node/3364414088										Μόσχα	Moskva			supermarket	Καλλιθέα	220		Ελευθερίου Βενιζέλου																																													Москва																								
38.1194116	23.7477183	Point		node/3368384389									yes	My market		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		224		Θρακομακεδόνων																																																																					
37.9546938	23.697558	Point		node/3369898683										Proton				supermarket																																																																									
37.9362688	23.6387232	Point		node/3389300513				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis	Mo-Su 08:00-21:00		supermarket	Πειραιάς	24	185 37	Χατζηκυριάκου	Σκλαβενίτης	Σκλαβενίτης						Σκλαβενίτης																																																													
37.9515345	23.7014334	Point		node/3392558125										Σκρα	Skra			supermarket																																																																									
37.9475357	23.7120688	Point		node/3395020028				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος			ΑΒ Βασιλόπουλος	AB Vassilopoulos			supermarket	Νέα Σμύρνη	5	17121	25ης Μαρτίου	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος										no																																																									
37.9767054	23.7622478	Point		node/3400216631				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος			ΑΒ Βασιλόπουλος	AB Vassilopoulos			supermarket					ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
37.9741319	23.7664444	Point		node/3426869869										Market In				supermarket	Ζωγράφου	2		Χαράλαμπου Μούσκου								Μάρκετ ιν Εμποροβιομηχανική Α.Ε.									GR																																				Ιλίσια																
37.9641886	23.7224	Point		node/3436427853										Bazaar				supermarket	Αθήνα			Βεΐκου												yes																																																									
37.964395	23.7240357	Point		node/3436427854				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Αθήνα			Δημητρακοπούλου Ν.	Σκλαβενίτης	Σκλαβενίτης										yes																																								no																	
37.9318733	23.6307354	Point		node/3453159451										Bazaar				supermarket														Papaspyrou																																																											
37.9324762	23.6316238	Point		node/3453183530										OK! anytime... markets				supermarket										https://www.okmarkets.gr/																																																															
37.9331572	23.6455916	Point		node/3454192289										OK! anytime...markets				supermarket	Πειραιάς			Ακτή Θεμιστοκλέους																																																																					
37.9363411	23.6455153	Point		node/3454768093				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης						Σκλαβενίτης		Sklavenitis																																																											
37.9468396	23.6693397	Point		node/3457457911				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Πειραιάς	18		Σμολένσκυ	Σκλαβενίτης	Σκλαβενίτης						Σκλαβενίτης		Sklavenitis																																												Νέο Φάληρο															
37.9504064	23.6783863	Point		node/3457642899				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος			ΑΒ Βασιλόπουλος	AB Vassilopoulos			supermarket	Μοσχάτο			Μακρυγιάννη	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος																																																																			
37.96111	23.6974341	Point		node/3464991563				Lidl		Q151954	en:Lidl			Lidl				supermarket	Ταύρος	26	17778	25ης Μαρτίου																																																																					
37.9972777	23.739988	Point		node/3476041420										AB		Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su closed	Mo-Fr 08:00-20:30; Sa 08:00-20:00; Su closed	supermarket		28		Κερκύρας																																																																					
37.9598098	23.7062968	Point		node/3476279390				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Καλλιθέα			Αγίων Πάντων	Σκλαβενίτης	Σκλαβενίτης										yes																																																									
37.9496859	23.7043735	Point		node/3547572782										Market In				supermarket	Καλλιθέα	133		Σωκράτους						http://market-in.gr		Market In																																																													
37.9560592	23.7001503	Point		node/3547649876										Market In				supermarket	Καλλιθέα	94		Φιλαρέτου					2109536127	https://market-in.gr																																																															
37.9575279	23.6953346	Point		node/3547834745				Γαλαξίας	Galaxias	Q5518063	el:Γαλαξίας (σούπερ μάρκετ)			Γαλαξίας	Galaxias			supermarket	Καλλιθέα	58		Σκίππη	Γαλαξίας	Γαλαξίας				http://www.5ae.gr																																																															
37.9521963	23.6969133	Point		node/3548142237										AB				supermarket	Καλλιθέα									https://www.ab.gr/																																																															
37.947629	23.6883468	Point		node/3548142238										AB				supermarket	Καλλιθέα	284		Ελευθερίου Βενιζέλου						https://www.ab.gr/																																																															
37.9548737	23.7021048	Point		node/3548142239				ΑΒ Βασιλόπουλος	AB Vassilopoulos	Q4721807	el:Άλφα Βήτα Βασιλόπουλος			ΑΒ Βασιλόπουλος	AB Vassilopoulos			supermarket	Καλλιθέα	9		Πλάτωνος	ΑΒ Βασιλόπουλος	ΑΒ Βασιλόπουλος				https://www.ab.gr/																																																															
37.9554066	23.7041178	Point		node/3548142240										AB				supermarket	Καλλιθέα	141		Γρυπάρη						https://www.ab.gr/																																																															
37.953427	23.6987951	Point		node/3584146619										Bazaar				supermarket	Καλλιθέα	191	17673	Ελευθερίου Βενιζέλου					+30 21 0957 8492	http://www.bazaarsm.gr																																																															
37.9557407	23.7110643	Point		node/3655762909										OK! Anytime... Markets				supermarket	Καλλιθέα	54		Ηρακλέους								O.K.! Anytime Markets																																																													
37.9560659	23.711916	Point		node/3655762910										Economy Market				supermarket	Καλλιθέα	35		Ηρακλέους						http://www.market-in.gr		Market In																																																													
37.948627	23.695517	Point		node/3655762911										Economy Market				supermarket	Καλλιθέα	37		Κέκροπος						http://www.market-in.gr		Market In																																																													
37.9485136	23.6971859	Point		node/3655762913										Μασούτης				supermarket	Καλλιθέα	60		Αθηνάς					+30 21 09563740	https://www.masoutis.gr/		Μασούτης																																															Masoutis														
37.8927114	23.8819334	Point		node/3696004869										My market				supermarket																																																																									
37.9533297	23.6796249	Point		node/3713802584				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket		100		Στρατηγού Μακρυγιάννη	Σκλαβενίτης	Σκλαβενίτης																																																																			
37.9067487	23.8750834	Point		node/3714789047				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket	Κορωπί				Σκλαβενίτης	Σκλαβενίτης										yes																																																									
37.9677166	23.7089511	Point		node/3716193924										Market In				supermarket																																																																									
37.9333871	23.7104377	Point		node/3718690205										My market				supermarket																																																																									
37.9285199	23.707305	Point		node/3718692253				Σκλαβενίτης	Sklavenitis	Q7536037	el:Σκλαβενίτης			Σκλαβενίτης	Sklavenitis			supermarket					Σκλαβενίτης	Σκλαβενίτης																																																																			
